Name	Set	ImageFile	Rarity	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Species/Class	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Togaran	SE	ST2E-EN01349	C	1C349	Personnel	2					[NA]	[Cmd]			Tamarian	Honor Leadership Officer Security Transporters	6	5	6	
Tosk The Hunted	SE	ST2E-EN01350	R	1R350	Personnel	4					[NA]	[Stf]			Tosk	Engineer Honor 2 Navigation Programming Security	6	6	6	While this personnel is facing a dilemma, exclude him from any random selection.
Ty Kajada Relentless Investigator	SE	ST2E-EN01351	S	1S351	Personnel	2					[NA]	[Cmd]			Kobliad	Intelligence Leadership Programming 2 Security	4	6	5	
Vash Treasure Hunter	SE	ST2E-EN01352	R	1R352	Personnel	2					[NA]			Thief. 	Human	Anthropology 2 Archaeology Science Treachery	3	6	4	When you play this personnel, you may place a card from your discard pile on the bottom of your deck, then draw a card (or, if Jean-Luc Picard is at this mission, draw two cards instead).
Volnoth	SE	ST2E-EN01353	C	1C353	Personnel	1					[NA]	[Stf]		Gatherer. Thief. 	Acamarian	Anthropology Archaeology Engineer Exobiology	4	4	3	
Alidar Jarok Conscientious Admiral	SE	ST2E-EN01354	U	1U354	Personnel	2					[Rom]	[Cmd]		Admiral. 	Romulan	Leadership Navigation Officer Security	4	6	5	When you play this personnel, for each player who commands a [Rom] personnel, you may examine the top four cards of his or her deck.  Replace them in the same order.
Chagrith	SE	ST2E-EN01355	C	1C355	Personnel	1					[Rom]	[Stf]			Reman	Archaeology Geology Science	4	6	6	
Cretak Supporter of the Alliance	SE	ST2E-EN01356	S	1S356	Personnel	3					[Rom]	[Cmd]		Senator. 	Romulan	Anthropology Diplomacy Law Physics Security	5	5	5	When you play this personnel, you may download a D'deridex-class ship.
Donatra Compassionate Patriot	SE	ST2E-EN01357	R	1R357	Personnel	2					[Rom]	[Cmd]		Commander: Valdore. Dissident. 	Romulan	Engineer Leadership Officer Physics	4	6	5	While this personnel is facing a dilemma, she gains Honor and Security.
Dralvak	SE	ST2E-EN01358	C	1C358	Personnel	1					[Rom]	[Stf]			Reman	Biology Medical Physics	4	6	6	
Hiren Romulan Praetor	SE	ST2E-EN01359	U	1U359	Personnel	2					[Rom]			Praetor. 	Romulan	Archaeology Astrometrics Diplomacy Law Treachery	4	5	3	When you play this personnel, you may download Prejudice and Politics.
Jorvas	SE	ST2E-EN01360	C	1C360	Personnel	1					[Rom]	[Cmd]			Reman	Astrometrics Engineer Navigation	4	4	7	
Lovok Tal Shiar Colonel	SE	ST2E-EN01361	R	1R361	Personnel	4					[Rom]	[Cmd]		Commander: Serrola. 	Romulan	Intelligence Navigation Officer Programming Science Transporters	5	6	7	When an engagement involving your [Car] ship or [Rom] ship begins at this mission, if this personnel is aboard a ship, that ship may join that engagement.
Mopak	SE	ST2E-EN01362	C	1C362	Personnel	1					[Rom]	[Stf]			Romulan	Biology Intelligence Security	5	5	6	
Movar Political General	SE	ST2E-EN01363	S	1S363	Personnel	2					[Rom]	[Cmd]		General. Smuggler. 	Romulan	Anthropology Officer Physics Treachery	4	5	6	While you command two [Kli] Treachery personnel, the cost of each of your [Kli] ships is -1.
N'Vek Soldier of the Underground	SE	ST2E-EN01364	R	1R364	Personnel	2					[Rom]	[Cmd]		Dissident. 	Romulan	Astrometrics Biology Programming Science	4	5	6	Order - If this personnel is present with another non-Treachery Romulan, place that Romulan on the bottom of its owner's deck to draw a number of cards equal to his or her cost.  You may do this only once each turn.
Noram	SE	ST2E-EN01365	C	1C365	Personnel	1					[Rom]	[Cmd]		Dissident. 	Romulan	Exobiology Leadership Officer	4	6	5	
Sabrun	SE	ST2E-EN01366	C	1C366	Personnel	1					[Rom]			Senator. 	Romulan	Diplomacy Exobiology Law	4	6	5	
Sela Mysterious Operative	SE	ST2E-EN01367	R	1R367	Personnel	3					[Rom]	[Cmd]			Human/Romulan	Diplomacy Intelligence Leadership Officer 2 Treachery	2	6	5	While an opponent does not have an Intelligence personnel at this mission, his or her personnel at this mission cannot use their abilities.
Selveth Tal Shiar Pilot	SE	ST2E-EN01368	U	1U368	Personnel	3					[Rom]	[Stf]			Romulan	Astrometrics Engineer Geology Intelligence 2 Navigation Treachery	4	6	6	
Shinzon Capable Commander	SE	ST2E-EN01369	R	1R369	Personnel	4					[Rom]	[Cmd]		Commander: Scimitar. 	Human	Biology Engineer Leadership Officer 2 Treachery	1	6	6	Order - Discard a card from hand to take a Maneuver card from your discard pile and place it on top of your deck.
Shinzon Romulan Praetor	SE	ST2E-EN01370	S	1S370	Personnel	3					[Rom]	[Cmd]		Praetor. 	Human	Biology Diplomacy Engineer Leadership 2 Treachery	1	6	6	Order - Discard a card from hand to draw a card.  You may do this only once each turn.
Suran Ambitious Commander	SE	ST2E-EN01371	R	1R371	Personnel	3					[Rom]	[Cmd]		Commander: Soterus. Dissident. 	Romulan	Leadership Navigation Officer Security Treachery	4	5	6	When you play this personnel, you may download a Maneuver card.
Tal'Aura Impatient Senator	SE	ST2E-EN01372	R	1R372	Personnel	3					[Rom]			Assassin. Dissident. Senator. 	Romulan	Biology Diplomacy Geology Programming 2 Treachery	1	6	4	Order - Return this personnel to her owner's hand to kill an opponent's Leadership personnel present.
Talvin	SE	ST2E-EN01373	C	1C373	Personnel	1					[Rom]	[Cmd]		Dissident. 	Romulan	Anthropology Geology Officer	4	5	6	
Taris Deceitful Subcommander	SE	ST2E-EN01374	U	1U374	Personnel	2					[Rom]	[Cmd]		Commander: Haakona. 	Romulan	Archaeology Leadership Medical Officer Transporters	4	5	6	When you play this personnel, you may examine an opponent's hand.
Telek R'Mor Astrophysical Researcher	SE	ST2E-EN01375	R	1R375	Personnel	3					[Rom]	[Cmd] [Pa]			Romulan	2 Astrometrics Engineer Honor Programming Science	6	5	6	You may play this personnel aboard your [Rom] ship.
The Viceroy Shinzon's Protector	SE	ST2E-EN01376	R	1R376	Personnel	2					[Rom]	[Cmd]			Reman	Exobiology Geology Leadership Medical Telepathy Treachery	3	6	7	When you play Shinzon or another Reman at this mission, you may examine the top card of your deck, then place it on the top or bottom of your deck.
Thexor	SE	ST2E-EN01377	S	1S377	Personnel	2					[Rom]	[Stf]			Reman	Programming Security Transporters Treachery	4	5	8	
Tomalak Beguiling Adversary	SE	ST2E-EN01378	R	1R378	Personnel	3					[Rom]	[Cmd]		Commander: Deranas. 	Romulan	Diplomacy Leadership Navigation Officer Treachery	4	6	7	While you have a higher score than each of your opponents, if this personnel is aboard a [Rom] ship, that ship is attributes +2.
Vreenak Tal Shiar Chairman	SE	ST2E-EN01379	R	1R379	Personnel	3					[Rom]			Senator. 	Romulan	Anthropology Diplomacy 2 Intelligence Law Leadership	4	6	5	While an opponent's Diplomacy personnel is at this mission, that opponet must discard a card from hand to use that Diplomacy.
Assault Vessel	SE	ST2E-EN01380	U	1U380	Ship	5					[Baj]		[Stf] [Stf] [Stf]		Janitza		6	7	7	
Bajoran Interceptor	SE	ST2E-EN01381	C	1C381	Ship	4					[Baj]		[Cmd] [Stf]		Perikian		6	7	6	
Bajoran Scout Vessel	SE	ST2E-EN01382	C	1C382	Ship	5					[Baj]	[DS9]	[Stf] [Stf]		Bestri		7	6	6	
Bralek	SE	ST2E-EN01383	R	1R383	Ship	6					[Car]		[Cmd] [Stf] [Stf]		Galor		8	8	8	While an opponent's Archaeology personnel is at this mission, that opponent must discard a card from hand to use that personnel's skills.
Galor	SE	ST2E-EN01384	C	1C384	Ship	5					[Car]		[Cmd] [Stf] [Stf]		Galor		8	8	8	
Keldon	SE	ST2E-EN01385	C	1C385	Ship	6					[Car]		[Cmd] [Stf] [Stf] [Stf]		Keldon		8	9	8	
Keldon Advanced	SE	ST2E-EN01386	U	1U386	Ship	6					[Car]		[Cmd] [Stf] [Stf]	Cloaking Device. 	Keldon		6	8	7	While your [Car] Intelligence personnel is aboard this ship, this ship is attributes +2.
Prakesh	SE	ST2E-EN01387	U	1U387	Ship	6					[Car]		[Cmd] [Stf] [Stf]		Galor		8	8	8	While this ship is in an engagement you did not begin, it is Shields +4.
Reklar	SE	ST2E-EN01388	R	1R388	Ship	6					[Car]		[Cmd] [Stf] [Stf]		Galor		8	8	8	While you have a captive, this ship is Weapons +2 and Shields +1.
Vetar	SE	ST2E-EN01389	R	1R389	Ship	6					[Car]		[Cmd] [Stf] [Stf]		Galor		8	8	8	When you play this ship, you may download a Pursuit card.
U.S.S. Akira	SE	ST2E-EN01390	S	1S390	Ship	6					[Fed]	[DS9]	[Cmd] [Stf] [Stf] [Stf]		Akira		8	10	9	
U.S.S. Defiant Prototype Warship	SE	ST2E-EN01391	R	1R391	Ship	7					[Fed]	[DS9]	[Cmd] [Cmd] [Cmd] [Stf]	Cloaking Device. 	Defiant		8	10	10	While this ship is in an engagement, it is Weapons +1 and Shields +2.
U.S.S. Enterprise-E Federation Envoy	SE	ST2E-EN01392	R	1R392	Ship	7					[Fed]	[TNG]	[Cmd] [Cmd] [Stf] [Stf]		Sovereign		9	9	9	When you complete a [Fed] planet mission, if this ship is at that mission, score 5 points.
U.S.S. Excelsior	SE	ST2E-EN01393	C	1C393	Ship	4					[Fed]	[E]	[Stf] [Stf] [Stf]		Excelsior		8	7	7	
U.S.S. Galaxy	SE	ST2E-EN01394	C	1C394	Ship	5					[Fed]	[E]	[Cmd] [Stf] [Stf] [Stf]		Galaxy		8	8	9	
U.S.S. Nebula	SE	ST2E-EN01395	S	1S395	Ship	5					[Fed]	[E]	[Cmd] [Stf] [Stf]		Nebula		8	8	8	
U.S.S. Sovereign	SE	ST2E-EN01396	U	1U396	Ship	6					[Fed]	[TNG]	[Cmd] [Cmd] [Stf] [Stf]		Sovereign		9	9	9	
I.K.S. Hegh'ta	SE	ST2E-EN01397	R	1R397	Ship	5					[Kli]		[Stf] [Stf] [Stf]	Cloaking Device. 	K'Vort		7	8	7	While this ship is at a space mission, it is Weapons+2.
I.K.S. K't'inga	SE	ST2E-EN01398	C	1C398	Ship	4					[Kli]		[Cmd] [Stf]	Cloaking Device. 	K't'inga		7	7	7	
I.K.S. K'Vort	SE	ST2E-EN01399	U	1U399	Ship	4					[Kli]		[Stf] [Stf] [Stf]	Cloaking Device. 	K'Vort		7	8	7	
I.K.S. Lukara	SE	ST2E-EN01400	U	1U400	Ship	5					[Kli]		[Stf] [Stf] [Stf]	Cloaking Device. 	K'Vort		7	8	7	While your [Kli] personnel at this mission is in combat, you may add this ship's Weapons to your total Strength.
I.K.S. Maht-H'a	SE	ST2E-EN01401	R	1R401	Ship	6					[Kli]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	Vor'cha		8	9	8	While an opponent's Archaeology personnel is at this mission, that opponent must discard a card from hand to use that personnel's skills.
I.K.S. Rotarran Ship of Tears	SE	ST2E-EN01402	R	1R402	Ship	5					[Kli]		[Stf] [Stf] [Stf]	Cloaking Device. 	K'Vort		7	8	7	For each Honor Klingon aboard this ship, it is Weapons +1 (limit +3).
I.K.S. Vor'cha	SE	ST2E-EN01403	S	1S403	Ship	5					[Kli]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	Vor'cha		8	9	8	
Flaxian Scout Vessel	SE	ST2E-EN01404	C	1C404	Ship	4					[NA]		[Stf] [Stf]		Nimaria		7	6	6	
Miradorn Raider	SE	ST2E-EN01405	C	1C405	Ship	5					[NA]		[Stf] [Stf] [Stf]		Ma-Karn		7	8	8	
T'Lani Munitions Ship	SE	ST2E-EN01406	C	1C406	Ship	4					[NA]		[Cmd] [Stf]		A'norum		6	7	7	
Tamarian Vessel	SE	ST2E-EN01407	C	1C407	Ship	6					[NA]		[Cmd] [Stf] [Stf] [Stf]		Darmok		8	8	9	
D'deridex	SE	ST2E-EN01408	S	1S408	Ship	5					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex		7	9	9	
D'deridex Advanced	SE	ST2E-EN01409	U	1U409	Ship	5					[Rom]		[Cmd] [Stf] [Stf]	Cloaking Device. 	D'deridex		6	7	7	While your [Rom] Intelligence personnel is aboard this ship, this ship is attributes +2.
Deranas	SE	ST2E-EN01410	U	1U410	Ship	6					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex		7	9	9	While this ship is at a Region: Neutral Zone mission, it is Weapons+2 and Shields+2.
Haakona	SE	ST2E-EN01411	R	1R411	Ship	6					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex		7	9	9	When you play this ship, you may download Engage Cloak or a Pursuit card.
Romulan Scout Vessel	SE	ST2E-EN01412	C	1C412	Ship	4					[Rom]		[Stf] [Stf]		Lanora		7	6	6	
Scimitar Predator	SE	ST2E-EN01413	R	1R413	Ship	7					[Rom]		[Cmd] [Cmd] [Cmd] [Stf] [Stf]	Cloaking Device. 	Scimitar		9	11	10	When you win an engagement involving this ship, the loser discards the top card or his or her deck.
Serrola	SE	ST2E-EN01414	R	1R414	Ship	6					[Rom]		[Cmd] [Stf] [Stf]	Cloaking Device. 	D'deridex		6	7	7	While your [Rom] Intelligence personnel is aboard this ship, this ship is attributes +2.  While this ship is at a [GQ] mission, it is Weapons+2 and Shields+1.
Valdore	SE	ST2E-EN01415	R	1R415	Ship	7					[Rom]		[Cmd] [Cmd] [Stf] [Stf]	Cloaking Device. 	Norexan		9	9	9	When an opponent begins an engagement involving your other ship, if this ship is on your Engage Cloak, you may place this ship at that mission to join that engagement.
A Pattern of Lies	CL	ST2E-EN10001	C	10C001	Dilemma	2	D													Randomly select three personnel. Unless at least one of them is a different species than the others, all three ar stopped.
An Issue of Trust	CL	ST2E-EN10002	R	10R002	Dilemma	3	D													Unless you have Honor or Treachery, all your personnel are stopped.  If you have two or more personnel who have Honor or Treachery, randomly select all but one of those personnel to be stopped.
Armed Search Party	CL	ST2E-EN10003	R	10R003	Dilemma	4	D													Randomly select three personnel. Unless they have Strength>17 or you have a non-Hand Weapon equipment, for each headquarters mission you command, randomly select one of those personnel to be placed in your opponent's brig.
Chameloid Chicanery	CL	ST2E-EN10004	C	10C004	Dilemma	3	D													Randomly select a personnel to be stopped. If your opponent has an Infiltrator at this mission, randomly select a personnel to be killed.
Compassionate Interference	CL	ST2E-EN10005	U	10U005	Dilemma	2	P													Randomly select a personnel to be stopped. Unless you reveal a Biology personnel from your hand or reveal a Geology personnel from your hand, that personnel is killed instead.
Contaminating a Culture	CL	ST2E-EN10006	R	10R006	Dilemma	3	D													Randomly select a personnel to be killed. You may prevent this by placing once of your equipment cards present in its owner's discard pile.
Difficult Rescue	CL	ST2E-EN10007	C	10C007	Dilemma	3	S													Unless you have Shields + remaining Range>the number of personnel attempting this mission, randomly select a personnel to be killed and all your other personnel are stopped.
Hull Breach	CL	ST2E-EN10008	C	10C008	Dilemma	2	S													Randomly select a personnel to be stopped. Unless you reveal an Astrometrics personnel from your hand or reveal a Navigation personnel from your hand, that personnel is killed instead.
Imagined Emergency	CL	ST2E-EN10009	U	10U009	Dilemma	3	D													Unless you have Engineer, Exobiology, and Medical or Leadership, Security, and Strength>30, randomly select a personnel to be stopped and your opponent may move up to two dilemmas from beneath one of your missions to another of your non-headquarters missions.
Joint Operation Drills	CL	ST2E-EN10010	C	10C010	Dilemma	2	S													Your opponent names a skill. For each headquarters mission you command, randomly select a person who has that skill to be stopped.
Last Gasp	CL	ST2E-EN10011	U	10U011	Dilemma	3	D													Randomly select a personnel to be stopped. Unless you reveal a Leadership personnel from your hand or reveal an Officer personnel from your hand, that personnel is killed instead.
Necessary Execution	CL	ST2E-EN10012	C	10C012	Dilemma	5	P													Your opponent chooses a personnel to be killed. If you do not command a completed space mission, he or she chooses an additional personnel to be killed.
Nose to Nose	CL	ST2E-EN10013	C	10C013	Dilemma	0	D													Randomly select two personnel.  If they both have the same cost, they are both stopped.
Psionic Attack	CL	ST2E-EN10014	R	10R014	Dilemma	3	P													Unless you have Medical and Science or 3 Security, randomly select a personnel to place on the bottom of his or her owner's deck. If that personnel has Anthropology, randomly select an additional personnel and place that personnel on the bottom of his or her owner's deck.
Sabotaged Reactor	CL	ST2E-EN10015	C	10C015	Dilemma	2	S													Unless you have Astrometrics, Engineer, and Navigation or Leadership, Officer, and Cunning>28, all your personnel are stopped and this dilemma is placed on your ship. Damage - This ship is Range -2.
Stand-Off	CL	ST2E-EN10016	C	10C016	Dilemma	3	P													Unless you have Anthropology, Diplomacy, and Honor or Law, Security, and Strength>28, randomly select a Leadership personnel, place him or her in your opponent's brig, and all your other personnel are stopped.
Symbalene Blood Burn	CL	ST2E-EN10017	C	10C017	Dilemma	3	P													Unless you have Biology, Exobiology, and Medical or Officer, Security, and Strength>28, randomly select four personnel to be stopped and place this dilemma on your ship at this mission. Damage - At the start of each turn, randomly select a personnel on this ship to be killed.
Temporal Conduit	CL	ST2E-EN10018	C	10C018	Dilemma	2	D													Unless you have 2 Diplomacy and Leadership or Programming, Science, and Transporters, your opponent places this dilemma on one of your completed missions. At the end of each of your turns, your opponent may place a dilemma from beneath one of your other missions beneath this mission.
Thermokinetic Explosion	CL	ST2E-EN10019	R	10R019	Dilemma	3	S													Unless you have Astrometrics, Navigation, and Cunning>30 or total ship's attributes>21, place this dilemma on your ship and all your personnel are stopped. Damage - At the start of each of your turns, choose an opponent. That opponent may download a Damage card and place it on this ship.
Under Pressure	CL	ST2E-EN10020	U	10U020	Dilemma	1	S							Consume: 1. 						Unless you have Astrometrics, Engineer, and Navigation or Biology, Medical, and Science, randomly select a personnel to be killed. You may randomly select two personnel to be stopped to prevent this.
Federation Compression Rifle	CL	ST2E-EN10021	C	10C021	Equipment	1								Hand Weapon. 						While in combat, each of your [Voy] personnel present is Strength +1. While facing a dilemma at a [DQ] mission, each [Voy] Security personnel present is Strength +1.
Modified Tricorder	CL	ST2E-EN10022	U	10U022	Equipment	2														When your personnel present are facing a dilemma at a [DQ] mission, you may discard a card from hand to make each [Voy] Biology and each [Voy] Science personnel present attributes +1 until the end of that dilemma.
A Sight for Sore Eyes	CL	ST2E-EN10023	R	10R023	Event	2														To play this event, you must command three [SF] personnel. Plays in your core. At the start of each of your turns, score 5 points. At the end of each of your turns, if you have at least 5 points, lose 5 points.
Confessions of a Captan	CL	ST2E-EN10024	U	10U024	Event	2														Plays in your core. While your [Fed][Voy] Leadership personnel is attempting a mission, you may destroy this event to make him or her gain a skill from a [Fed][Voy] personnel present until the end of this turn.
Dark Pursuit	CL	ST2E-EN10025	R	10R025	Event	4														To play this event, you must command three [Rom] personnel. Plays in your core. When the player on your right's personnel begin a mission attempt, you may draw one extra dilemma for each Pursuit card you command.
