Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Hoshi Sato Uneasy Educator *VP	VP	STVP-EN027	VP	Y	Y	0VP027	Personnel	2					Starfleet	[Stf][Pa]				Human	Anthropology Biology Exobiology Geology Medical Programming Science	6	6	5	While facing a dilemma, this personnel loses Anthropology and Science.
Chula: The Precipice	Leg	STVE-EN19001	V	N	Y	19V001	Dilemma	2	D														If you have an even number of personnel, randomly split them in half. Unless one half has a personnel with Leadership, a second personnel with Cunning>5, and a third personnel with Honor, randomly select one half to be stopped.
Left Behind	Leg	STVE-EN19002	V	N	Y	19V002	Dilemma	4	S														Randomly select two personnel. They cannot use their skills while facing this dilemma. Unless you have 2 Biology and 2 Medical or 2 Navigation, Transporters, and Shields>8, those personnel are stopped, and your opponent places them on a planet mission in the same quadrant as this mission.
Repressed Message	Leg	STVE-EN19003	V	N	Y	19V003	Dilemma	0	D							Consume: 2. 							Reveal the top card of your dilemma pile. Your opponent may remove this dilemma from the game to replace it with the revealed the dilemma. When that dilemma is about to be overcome, remove it from the game instead.
Rogue Borg Ship	Leg	STVE-EN19004	V	N	Y	19V004	Dilemma	3	S														Unless you command three or more ships or ships at this mission with total Weapons>14 or more [Cmd] personnel that [Stf] personnel, your opponent may download a Damage card and place it on one of your ships at this mission, then this dilemma returns to its owner's dilemma pile.
Exocomp	Leg	STVE-EN19005	V	N	Y	19V005	Equipment	3															Each of your Programming personnel present gains Engineer. When a Damage card an opponent owns is about to be placed on this ship, you may destroy this equipment to prevent that. Order- Destroy this equipment to remove a Damage card an opponent owns from this ship.
Subtle Influence	Leg	STVE-EN19006	V	Y	Y	19V006	Event	2															To play this event, you must command six [Rom] personnel. Plays in your core. While personnel your opponent commands are attempting a mission, that opponent must discard an interrupt from hand to play an interrupt.
Earth Stop First Contact	Leg	STVE-EN19007	V	Y	Y	19V007	Mission	0	P	2	40	A	[Bor]			Region: Sector 001. 			Borg Queen, (Locutus or a personnel you do not own), Cunning>40 and Strength>40				When your personnel complete this mission, remove a personnel involved from the game to choose five opponent's personnel at a headquarters mission to remove from the game.
Mediate Peace Treaty	Leg	STVE-EN19008	V	Y	Y	19V008	Mission	0	S	3	30	A	[Fed] [NA]						Diplomacy, Law, Leadership and (Integrity>35 or Cunning>37)				Players cannot begin combat nor begin an engagement at this mission.
Evek Agent of Cardassian Justice	Leg	STVE-EN19009	V	Y	Y	19V009	Personnel	4					Cardassian	[Cmd]		Gul. 		Cardassian	Law Officer Physics Security	4	5	6	When you play this personnel, if you command six [Car] personnel, you may reveal the top three cards of an opponent's deck. Each revealed card that is a personnel that opponent does not command is placed in your brig. (That opponent now commands them.)
Changeling Infiltrator	Leg	STVE-EN19010	V	Y	Y	19V010	Personnel	0					Dominion			Founder. Infiltrator. Shape-shifter. 		Changeling		0	0	0	Order - Choose a captive in your brig. While that captive is in your brig, this personnel gains all icons, skills, keywords and attributes on that personnel. These effects last until this order is executed again.
Pel Profit-Seeker	Leg	STVE-EN19011	V	Y	Y	19V011	Personnel	2					Ferengi	[Stf]		Waiter. 		Ferengi	Acquisition Anthropology Biology Diplomacy	6	6	4	While this personnel is facing a dilemma at a mission worth 40 or more points, your [Fer] personnel may meet Integrity and Strength requirements using Cunning.
Miles O'Brien Connelly	Leg	STVE-EN19012	V	Y	Y	19V012	Personnel	4					Non-Aligned	[Stf]		Infiltrator. Thief. 		Human	Engineer Honor Intelligence Programming	7	5	6	While this personnel is present with a Thief, this personnel is Cunning +1 for each non-Artifact equipment present (limit +4). You may play equipment at cost +1 at this mission.
Romulan Impersonator "Geordi La Forge"	Leg	STVE-EN19013	V	Y	Y	19V013	Personnel	3					Romulan	[Stf]		Infiltrator. 		Romulan	Engineer Intelligence Programming Treachery	4	6	6	When an opponent's personnel is about to complete this mission, you may return this personnel to his owner's hand to increase each attributes requirement of that mission by 5 until the end of the turn.
U.S.S. Centaur Patrolling Ship	Leg	STVE-EN19015	V	Y	Y	19V015	Ship	5					Federation	[DS9]	[Stf][Stf][Stf]		Centaur Class			8	7	7	While your [DS9] personnel aboard is attempting a mission that has three or less dilemmas beneath it, he or she is attributes +1.
Tenak'talar Vanguard of the Occupation	Leg	STVE-EN19014	V	Y	Y	19V014	Ship	7					Dominion	[TN]	[Cmd][Stf][Stf]		Warship			9	9	9	This ship is Range +1 for each unique [Car] personnel aboard (limit +3). When your unique Cardassian aboard uses a skill to complete a [Car] mission, if this ship is staffed, score 10 points. You may do this only once each turn.
Tactical Disadvantage *VP	VP	STVP-EN034	VP	N	Y	0VP034	Dilemma	2	S														Reveal your hand and the hand of the opponent on your left.  If your opponent reveals ships with more total Weapons than the total Shields of ships that you have revealed in this way, randomly select one of your personnel to be killed and all your personnel are stopped.
Personal Duty *VP	VP	STVP-EN033	VP	N	Y	0VP033	Dilemma	2	S														Unless you have Leadership or Officer, all your personnel are stopped.  If you have two more personnel who have Leadership or Officer, randomly select all but one of those personnel to be stopped.
The Caretaker's "Guests" *VP	VP	STVP-EN035	VP	N	Y	0VP035	Dilemma	2	D														Your opponent chooses a personnel. You may replace him or her with any one personnel of the same affiliation from your discard pile. Place the personnel your opponent chose on the top of his or her owner’s deck.
The Clown: Bitter Medicine *VP	VP	STVP-EN036	VP	N	Y	0VP036	Dilemma	4	D														Place this dilemma on this mission.  Your opponent names a skill.  Each of your personnel who has that skill is attributes-2.  At the end of this turn, this dilemma returns to its owner's dilemma pile.
Friction *VP	VP	STVP-EN037	VP	N	Y	0VP037	Event	2															To play this event, you must command three [Dom] personnel.  Plays in your core.  When a player plays a non-Jem'Hadar personnel, that personnel is stopped.
Getting Under Your Skin *VP	VP	STVP-EN038	VP	Y	Y	0VP038	Event	2															To play this event, you must command three [Rom] personnel.  Plays in your core.  When you play an event in your core, you may reveal the top card of an opponent's deck.  If it is a personnel, score 5 points.  You may do this only once each turn.
Prison Compound *VP	VP	STVP-EN039	VP	N	Y	0VP039	Event	2								Punishment. 							To play this event, you must command three [Car] personnel.  Round the total number of [SD] icons on all your captives to the nearest multiple of 5.  Score that number of points.  Destroy this event.
Solbor Faithful Attendant *VP	VP	STVP-EN040	VP	Y	Y	0VP040	Personnel	3					Bajoran			Prylar. 		Bajoran	Anthropology Exobiology Honor	7	5	3	When you complete a mission involving this personnel, if your Kai, other Prylar, or Vedek used a skill to complete it, score 5 points.
Rusot Proud Nationalist *VP	VP	STVP-EN041	VP	Y	Y	0VP041	Personnel	2					Cardassian	[Cmd]		Dissident. Gul. 		Cardassian	Biology Geology Officer Treachery	4	5	6	While you command more events in your core than each of your opponents, this personnel gains Leadership and Security.
Founder Architect *VP	VP	STVP-EN042	VP	N	Y	0VP042	Personnel	2					Dominion			Founder. Shape-shifter. 		Changeling	Astrometrics Law	5	5	5	While this personnel is attempting a mission, he is attributes+1 for each event in each player's core (limit+5).
Dukat Pah-Wraith Puppet *VP	VP	STVP-EN043	VP	Y	Y	0VP043	Personnel	2					Non-Aligned	[Cmd]				Cardassian	Transporters 2 Treachery	2	6	6	While you have no cards in your discard pile, this personnel is Cunning +4, Strength +4, and cannot be killed by dilemmas. Order - Examine and remove two cards in a player's discard pile from the game. You may do this only once each turn.
Malik Devious Augment *VP	VP	STVP-EN044	VP	Y	Y	0VP044	Personnel	3					Non-Aligned	[Cmd][Pa]		Genetically Enhanced. 		Human	Leadership Officer Security 2 Treachery	2	7	8	When this personnel is about to be stopped by a dilemma, you may draw a card.  When this personnel is killed by a dilemma, you must discard your hand.
Data From the City of Rateg *VP	VP	STVP-EN045	VP	Y	Y	0VP045	Personnel	5					Romulan	[Cmd]		Dissident. 		Android	Engineer Exobiology Intelligence Programming Transporters	6	10	10	Order - Name a dilemma. While this personnel is facing that dilemma, he cannot be killed or stopped. This effect lasts until this order is executed again.
The Viceroy Advisor to the Praetor *VP	VP	STVP-EN046	VP	Y	Y	0VP046	Personnel	3					Romulan	[Cmd]				Reman	Biology Diplomacy Medical Telepathy Treachery	3	6	7	When an opponent plays an event, you may discard a card from hand to download an event.
Dominion Battleship *VP	VP	STVP-EN047	VP	N	Y	0VP047	Ship	7					Dominion		[Cmd][Cmd][Stf][Stf][Stf]		Battleship			9	10	10	This ship is attributes +1 for each of these species you have aboard it: Changeling, Jem'Hadar, Vorta.
Ishara Yar Deceitful Soldier	VP	STVP-EN029	VP	Y	Y	0VP029	Personnel	1					Non-Aligned	[Stf]		Infiltrator. 		Human	Engineer Programming Treachery	4	6	6	
Gannet Brooks Undercover Operative *VP	VP	STVP-EN028	VP	Y	Y	0VP028	Personnel	3					Starfleet	[Pa]				Human	Anthropology Diplomacy Intelligence Programming Security	5	6	4	While this personnel is attempting a mission, you may discard a [SF] personnel from hand to give her one of the discarded personnel's skills until the end of that mission attempt.
Rogue Borg Ship *VP	VP	STVP-EN032	VP	N	Y	0VP032	Dilemma	3	S														Unless you command three or more ships or ships at this mission with total Weapons>14 or more [Cmd] personnel that [Stf] personnel, your opponent may download a Damage card and place it on one of your ships at this mission, then this dilemma returns to its owner's dilemma pile.
Indebtedness	VP	STVP-EN030	VP	Y	Y	0VP030	Event	1															Plays in your core. Order - Draw a card and then discard a card from hand. You may do this only once each turn.
Virtual Reality Headset	Alg	STVE-EN20001a	V	N	Y	20V001	Equipment	5															Order - If you do not command a Dissident personnel, choose one: stop two [Car] personnel present to place a non- [TN] [Dom] personnel from hand at your Mouth of the Wormhole; or stop two [Dom] personnel present to place a non - [TN] [Car] personnel from hand at your Mouth of the Wormhole. That personnel is stopped. You may do this only once each turn.
Firestorm	Alg	STVE-EN20002	V	N	Y	20V002	Event	3								Decay: 2. 							Plays in your core. At the end of your turn, place a card from your hand on this event and for each headquarters mission each player commands, he or she chooses two non-Decay events he or she commands and the owners of those events shuffles them into his or her deck.
Helping Hand	Alg	STVE-EN20003	V	N	Y	20V003	Event	3								Maneuver. 							Plays in your core. While your personnel is facing a dilemma or are involved in an engagement, you may discard a ship that is the same class as the ship he or she is aboard from hand to make it Weapons +4 and Shields +4 until the end of the turn.
Reman Assault Team	Alg	STVE-EN20004	V	Y	Y	20V004	Event	4															Plays on your ship. When your Reman aboard this ship is killed by a dilemma, you may place a Reman in your hand aboard this ship. (That personnel joins the mission attempt.)
Under Siege	Alg	STVE-EN20005	V	N	Y	20V005	Event	2								Assault. Maneuver. 							Plays in your opponent's core. (He or she commands this event.) When a player loses command of this event, return it to its owner's hand.
Locate Fuel Source	Alg	STVE-EN20013	V	Y	Y	20V013	Mission	0	P	2	40	D	[Fed] [NA]						Anthropology, Exobiology, Science, 2 Treachery, and Cunning>38				When your personnel complete this mission, each player may shuffle each Nucleogenic card in his or her discard pile into his or her deck.
Li Nalas Vastly Outnumbered	Alg	STVE-EN20014	V	Y	Y	20V014	Personnel	3					Bajoran	[Cmd][DS9]				Bajoran	Geology 2 Honor Leadership Security	8	5	5	While an opponent commands an Assault event, this personnel and each [DS9] personnel present is Strength +1.
Odo Vastly Outnumbered	Alg	STVE-EN20015	V	Y	Y	20V015	Personnel	4					Bajoran	[Cmd][DS9]		Shape-shifter. 		Changeling	Honor Law Programming Security	7	7	8	While an opponent commands an Assault event, this personnel cannot be killed or stopped by dual dilemmas.
